h3_cell,latitude,longitude,bairro_clean
898183998b7ffff,-8.004469986930742,-34.89529248411607,beberibe
898183998b7ffff,-8.004164728095965,-34.89508116801001,beberibe
898183998b7ffff,-8.004621274430908,-34.89531539971896,beberibe
898183998b7ffff,-8.004699729669234,-34.89487858834336,beberibe
898183998b7ffff,-8.004371735250867,-34.895167195517736,beberibe
898183998b7ffff,-8.004531073133371,-34.895239292426886,beberibe
898183998b7ffff,-8.004855608419593,-34.89513202479719,beberibe
898183998b7ffff,-8.004517842246162,-34.89482883939771,beberibe
898183998b7ffff,-8.00369254513773,-34.895286906763324,beberibe
898183998b7ffff,-8.004207597269458,-34.89521722190429,beberibe
898183998b7ffff,-8.004779984544149,-34.89487083998316,beberibe
898183998b7ffff,-8.004657574782414,-34.895070595445524,beberibe
898183998b7ffff,-8.004338865274166,-34.89559546937265,beberibe
898183998b7ffff,-8.004398463309695,-34.89528205988317,beberibe
898183998b7ffff,-8.004854794403961,-34.89500947671532,beberibe
898183998b7ffff,-8.004312530978131,-34.895156252058406,beberibe
898183998b7ffff,-8.00483794681599,-34.89503250172234,beberibe
898183998b7ffff,-8.004643388509292,-34.89543053408444,beberibe
898183998b7ffff,-8.004210066309836,-34.8954537931318,beberibe
898183998b7ffff,-8.004347229952534,-34.89499875114068,beberibe
898183998b7ffff,-8.004639946112464,-34.89493818150482,beberibe
898183998b7ffff,-8.004295114050448,-34.895226754183554,beberibe
898183998b7ffff,-8.004634259304591,-34.89524790929676,beberibe
898183998b7ffff,-8.004507012443778,-34.89516580500985,beberibe
898183998b7ffff,-8.004492944299331,-34.89483074695187,beberibe
898183998b7ffff,-8.004528033281922,-34.895198327730164,beberibe
898183998b7ffff,-8.004935899407386,-34.89481917546798,beberibe
898183998b7ffff,-8.004388618458407,-34.89503238862926,beberibe
898183998b7ffff,-8.00432575411459,-34.89522077486554,beberibe
898183998b7ffff,-8.004313523384537,-34.895161141443005,beberibe
898183998b7ffff,-8.004424912533901,-34.89523545212316,beberibe
898183998b7ffff,-8.004845675763084,-34.8950141690585,beberibe
898183998b7ffff,-8.005030382237777,-34.895159608963006,beberibe
898183998b7ffff,-8.004708591684539,-34.89504879111406,beberibe
898183998b7ffff,-8.004559295727903,-34.89534702158507,beberibe
898183998b7ffff,-8.004815002866218,-34.894977285313274,beberibe
898183998b7ffff,-8.00456802840295,-34.89494186738843,beberibe
898183998b7ffff,-8.005018123870698,-34.89549247798245,beberibe
898183998b7ffff,-8.004053,-34.8968267,beberibe
898183998b7ffff,-8.004484648379997,-34.89529347972806,beberibe
898183998b7ffff,-8.004616175370655,-34.89513783450218,beberibe
898183998b7ffff,-8.00451997405508,-34.89502277200145,beberibe
898183998b7ffff,-8.004718695371087,-34.894895160810314,beberibe
898183998b7ffff,-8.004635724971001,-34.89541549198548,beberibe
898183998b7ffff,-8.004277267777917,-34.89557452898876,beberibe
898183998b7ffff,-8.004614938439598,-34.89486175783161,beberibe
898183998b7ffff,-8.00474227419417,-34.89519884171435,beberibe
898183998b7ffff,-8.004654259124363,-34.89523951716051,beberibe
898183998b7ffff,-8.004466410001548,-34.895285715982986,beberibe
898183998b7ffff,-8.0045609,-34.8949989,beberibe
898183998b7ffff,-8.0038219,-34.8974155,beberibe
898183998b7ffff,-8.005202688281875,-34.89534266526737,beberibe
898183998b7ffff,-8.0051579,-34.8950522,beberibe
898183998b7ffff,-8.00457175701119,-34.895140882552155,beberibe
898183998b7ffff,-8.004268684164922,-34.89517172548918,beberibe
898183998b7ffff,-8.0045899,-34.8950979,beberibe
898183998b7ffff,-8.004602152339627,-34.89498715315362,beberibe
898183998b7ffff,-8.0049726,-34.8972718,beberibe
898183998b7ffff,-8.00454138013908,-34.89519549263352,beberibe
898183998b7ffff,-8.004346231818669,-34.894941639319825,beberibe
898183998b7ffff,-8.00427582916141,-34.89512355419319,beberibe
898183998b7ffff,-8.005259472491709,-34.8952447248585,beberibe
898183998b7ffff,-8.00468492334544,-34.8954273347983,beberibe
898183998b7ffff,-8.005002191559544,-34.89512812537624,beberibe
898183998b7ffff,-8.004308171534683,-34.89495910370423,beberibe
898183998b7ffff,-8.00465968764725,-34.895751803247315,beberibe
898183998b7ffff,-8.00521147686079,-34.8948903652495,beberibe
898183998b7ffff,-8.00459630257458,-34.89521354943501,beberibe
898183998b7ffff,-8.005019761193115,-34.895300763431976,beberibe
898183998b7ffff,-8.004514307576628,-34.89574522210148,beberibe
898183998b7ffff,-8.004343662802434,-34.89499346316058,beberibe
898183998b7ffff,-8.004155869174006,-34.89518102281546,beberibe
898183998b7ffff,-8.00468422893157,-34.89527724536999,beberibe
898183998b7ffff,-8.00434164066739,-34.89514402932948,beberibe
898183998b7ffff,-8.00464406217077,-34.89539251049049,beberibe
898183998b7ffff,-8.004655208398685,-34.89482422039547,beberibe
898183998b7ffff,-8.004385401292417,-34.895186376277394,beberibe
898183998b7ffff,-8.004628552985979,-34.895301216807226,beberibe
898183998b7ffff,-8.005236007789794,-34.89501195649043,beberibe
898183998b7ffff,-8.00458670679052,-34.89525680638559,beberibe
898183998b7ffff,-8.004647624435167,-34.89517484786952,beberibe
898183998b7ffff,-8.004720062178384,-34.895445369374386,beberibe
898183998b7ffff,-8.004423240827574,-34.89506392635445,beberibe
898183998b7ffff,-8.00418037515968,-34.89546417404023,beberibe
898183998b7ffff,-8.004154098665168,-34.89540905004182,beberibe
898183998b7ffff,-8.004119149190918,-34.895436906193005,beberibe
898183998b7ffff,-8.003956995122254,-34.89520002069454,beberibe
898183998b7ffff,-8.004380706771796,-34.89536471227747,beberibe
898183998b7ffff,-8.004481206024558,-34.89532736039289,beberibe
898183998b7ffff,-8.004525146330675,-34.89566959236034,beberibe
898183998b7ffff,-8.004244118820184,-34.89545380204686,beberibe
898183998bbffff,-8.006056514572313,-34.890350462177246,porto da madeira
898183998bbffff,-8.0066424,-34.8908836,porto da madeira
898183998bbffff,-8.006173078784569,-34.89003947986131,porto da madeira
898183998bbffff,-8.0059079,-34.8903914,porto da madeira
898183998bbffff,-8.006141983358855,-34.89067016406993,porto da madeira
898183998bbffff,-8.0059816,-34.8898661,porto da madeira
898183998bbffff,-8.0060243,-34.8904755,porto da madeira
898183998bbffff,-8.0059816,-34.8898661,beberibe
898183998bbffff,-8.0061447,-34.8903318,porto da madeira
898183998bbffff,-8.0051248,-34.8902045,porto da madeira
898183998bbffff,-8.0055032,-34.8900523,porto da madeira
898183998bbffff,-8.006179645258658,-34.890593146107875,porto da madeira
898183998bbffff,-8.0060754,-34.8905184,porto da madeira
898183998bbffff,-8.0056621,-34.8902047,porto da madeira
898183998bbffff,-8.006273353445296,-34.89039485677168,porto da madeira
898183998d3ffff,-8.012087961276166,-34.88013973927581,campina do barreto
898183998d7ffff,-8.011147344283357,-34.88143276914493,cajueiro
8981839998fffff,-7.9949488,-34.9098278,dois unidos
89818399997ffff,-8.0018133,-34.9106617,dois unidos
8981839999bffff,-8.001362302933291,-34.90571828406125,dois unidos
8981839999bffff,-8.0012775,-34.9056563,dois unidos
8981839999bffff,-8.0011919,-34.9056312,dois unidos
8981839999bffff,-8.001702311733167,-34.90592933624502,dois unidos
898183999a3ffff,-7.991683311506882,-34.91484997053247,dois unidos
898183999a3ffff,-7.9921269,-34.9153903,dois unidos
898183999a3ffff,-7.9920012,-34.9137515,dois unidos
898183999a3ffff,-7.990921834520645,-34.91540811159742,dois unidos
898183999a7ffff,-7.988391131230258,-34.91783364771956,dois unidos
898183999a7ffff,-7.9882957,-34.9178502,dois unidos
898183999a7ffff,-7.9896352,-34.9185094,dois unidos
898183999a7ffff,-7.989628274447222,-34.91672753614783,dois unidos
898183999abffff,-7.991067442421457,-34.91191043912579,dois unidos
898183999abffff,-7.991141448724869,-34.91189915903879,dois unidos
898183999abffff,-7.990993436118046,-34.91192171921279,dois unidos
898183999b7ffff,-7.992455396686565,-34.916740516164296,dois unidos
898183999b7ffff,-7.991817090059693,-34.91735884849289,dois unidos
898183999b7ffff,-7.9936483,-34.9155303,dois unidos
898183999b7ffff,-7.9919008,-34.9173324,dois unidos
898183999d7ffff,-7.9998486,-34.9030104,dois unidos
89818399c03ffff,-8.026593619861206,-34.885046572744045,campo grande
89818399c03ffff,-8.026274949463454,-34.88485404138534,campo grande
89818399c03ffff,-8.025414820563283,-34.883294915273495,campo grande
89818399c03ffff,-8.027053734607327,-34.885870922333766,campo grande
89818399c03ffff,-8.026394881792774,-34.88593640228394,campo grande
89818399c03ffff,-8.025520587826339,-34.882880456538274,campo grande
89818399c03ffff,-8.025777566229968,-34.883029534661205,campo grande
89818399c03ffff,-8.025350436122423,-34.88305115620892,arruda
89818399c03ffff,-8.026422111264091,-34.8857766541273,campo grande
89818399c03ffff,-8.026463810974747,-34.88593064187792,campo grande
89818399c03ffff,-8.026957455716113,-34.885148134034914,campo grande
89818399c03ffff,-8.0262888,-34.8842178,campo grande
89818399c03ffff,-8.0263231,-34.8860314,campo grande
89818399c03ffff,-8.026216781528522,-34.885815955239885,campo grande
89818399c03ffff,-8.025507534385435,-34.883161100036595,campo grande
89818399c03ffff,-8.0270536,-34.8855702,campo grande
89818399c03ffff,-8.026118615103107,-34.88571348249707,campo grande
89818399c03ffff,-8.0259971,-34.8837012,campo grande
89818399c03ffff,-8.025667138597873,-34.88280702615519,campo grande
89818399c03ffff,-8.0269621,-34.8854212,campo grande
89818399c03ffff,-8.02581,-34.8840127,campo grande
89818399c03ffff,-8.0268926,-34.8851679,campo grande
89818399c03ffff,-8.026541382008743,-34.88541720878309,campo grande
89818399c03ffff,-8.026257341020193,-34.885838820788024,campo grande
89818399c03ffff,-8.0255107,-34.8841156,arruda
89818399c03ffff,-8.025802217100612,-34.885690598228514,campo grande
89818399c03ffff,-8.02557664502559,-34.88295532917267,campo grande
89818399c03ffff,-8.027017769264495,-34.88534234194885,campo grande
89818399c03ffff,-8.0261659,-34.8850236,campo grande
89818399c03ffff,-8.02640745473629,-34.88607419974305,campo grande
89818399c03ffff,-8.025682871679606,-34.883295694121735,campo grande
89818399c03ffff,-8.024887258725002,-34.88335544577076,campo grande
89818399c03ffff,-8.025349088468628,-34.88328437753063,campo grande
89818399c03ffff,-8.026639367728906,-34.88566535179864,arruda
89818399c03ffff,-8.025355203733211,-34.88332414546819,arruda
89818399c03ffff,-8.025288370947175,-34.883033982197304,campo grande
89818399c03ffff,-8.0258006,-34.8834278,campo grande
89818399c03ffff,-8.0274544,-34.8845956,campo grande
89818399c03ffff,-8.025527813331102,-34.883145888768034,arruda
89818399c03ffff,-8.025233879208011,-34.883022187521064,campo grande
89818399c03ffff,-8.025597377191758,-34.88298818646619,campo grande
89818399c03ffff,-8.026391651474025,-34.886054645716534,campo grande
89818399c03ffff,-8.026370463071073,-34.885491884645546,campo grande
89818399c03ffff,-8.027179,-34.8856654,campo grande
89818399c07ffff,-8.023295382732973,-34.887969842764,arruda
89818399c07ffff,-8.0228956,-34.888369,arruda
89818399c07ffff,-8.024271,-34.8892975,arruda
89818399c07ffff,-8.0253387,-34.8868437,arruda
89818399c07ffff,-8.0228956,-34.888369,água fria
89818399c07ffff,-8.02538464727628,-34.88715824649195,arruda
89818399c07ffff,-8.0224626,-34.8867655,arruda
89818399c07ffff,-8.0231729,-34.8872911,arruda
89818399c07ffff,-8.0227349,-34.8871358,água fria
89818399c07ffff,-8.023023676451293,-34.888782537732055,agua fria
89818399c0bffff,-8.024450683024432,-34.88239679838187,campo grande
89818399c0bffff,-8.025411015418506,-34.88267532193372,campo grande
89818399c0bffff,-8.023352552035119,-34.88223778633705,arruda
89818399c0bffff,-8.023211498458162,-34.88306563672195,arruda
89818399c0bffff,-8.022550902199635,-34.881959810879614,arruda
89818399c0bffff,-8.022995494430292,-34.8822130122861,arruda
89818399c0bffff,-8.025499101216594,-34.882561359029786,campo grande
89818399c0bffff,-8.0252715,-34.8822121,arruda
89818399c0bffff,-8.025699478741371,-34.882415485488366,campo grande
89818399c0bffff,-8.0254438,-34.8827511,campo grande
89818399c0bffff,-8.0229138,-34.8819853,arruda
89818399c0bffff,-8.025594663372502,-34.882349589791346,campo grande
89818399c0bffff,-8.023124622475175,-34.882230746121174,arruda
89818399c0bffff,-8.025424774359188,-34.88277561557533,campo grande
89818399c0bffff,-8.025105474068477,-34.88298043659676,campo grande
89818399c0bffff,-8.024929644939633,-34.88298264679121,campo grande
89818399c0bffff,-8.0252715,-34.8822121,campo grande
89818399c0bffff,-8.024323,-34.8830077,arruda
89818399c0bffff,-8.022909795672991,-34.88233045982927,arruda
89818399c0bffff,-8.0254438,-34.8827511,arruda
89818399c0bffff,-8.023593366944677,-34.88331988201586,arruda
89818399c0bffff,-8.022491643041267,-34.88064617386784,arruda
89818399c0bffff,-8.025441148626275,-34.882241313376674,campo grande
89818399c0bffff,-8.02497291248637,-34.88253324436075,campo grande
89818399c0bffff,-8.0228504,-34.8821644,campo grande
89818399c0bffff,-8.02542901664936,-34.88268779436524,campo grande
89818399c0bffff,-8.0228504,-34.8821644,arruda
89818399c0bffff,-8.025474,-34.8827277,campo grande
89818399c0bffff,-8.025294564776335,-34.882235348595124,campo grande
89818399c0bffff,-8.025232092713328,-34.882767551678704,arruda
89818399c0bffff,-8.0255747,-34.8825362,campo grande
89818399c0bffff,-8.022437173153293,-34.88246802671171,arruda
89818399c0bffff,-8.023383869093491,-34.88193154352332,arruda
89818399c0bffff,-8.025154230120602,-34.882915942075975,arruda
89818399c0bffff,-8.0250729,-34.8828518,arruda
89818399c0bffff,-8.0234265,-34.8812337,arruda
89818399c0bffff,-8.022968846959508,-34.88195906117049,arruda
89818399c0bffff,-8.02539946244522,-34.882811774569646,arruda
89818399c0bffff,-8.024966468297778,-34.88304487226538,arruda
89818399c0bffff,-8.025166617691253,-34.882851993629814,campo grande
89818399c0bffff,-8.022955608197604,-34.88177033595491,arruda
89818399c0bffff,-8.025706550937317,-34.88231375036612,campo grande
89818399c0bffff,-8.024973475122684,-34.881935775061024,campo grande
89818399c0bffff,-8.02546948625209,-34.88192282820056,campo grande
89818399c0bffff,-8.0254933,-34.8825492,campo grande
89818399c0bffff,-8.02342396360787,-34.88315771109498,arruda
89818399c0bffff,-8.022842815678953,-34.88198089061514,arruda
89818399c0bffff,-8.025700664226358,-34.88242422100879,campo grande
89818399c0bffff,-8.023054252561677,-34.88191661902604,arruda
89818399c0bffff,-8.023553265551238,-34.88273293818111,arruda
89818399c0bffff,-8.022410579762662,-34.881646079450846,arruda
89818399c0bffff,-8.02557948760787,-34.882417557230035,campo grande
89818399c0fffff,-8.0222262,-34.88386536666667,arruda
89818399c0fffff,-8.0217799,-34.8833453,arruda
89818399c0fffff,-8.0231188,-34.8849055,arruda
89818399c13ffff,-8.029284887926865,-34.88444735887954,campo grande
89818399c13ffff,-8.0285688,-34.8860677,campo grande
89818399c13ffff,-8.0285688,-34.8860677,hipódromo
89818399c13ffff,-8.0298778,-34.8839326,campo grande
89818399c13ffff,-8.0291368,-34.8834719,campo grande
89818399c13ffff,-8.0285147,-34.884328,campo grande
89818399c13ffff,-8.0287158,-34.8847109,campo grande
89818399c13ffff,-8.029395955122377,-34.88535350655451,campo grande
89818399c13ffff,-8.0294432,-34.8831542,campo grande
89818399c13ffff,-8.0295847,-34.8833815,campo grande
89818399c13ffff,-8.0302536,-34.8856001,campo grande
89818399c13ffff,-8.0299153,-34.884146,campo grande
89818399c17ffff,-8.028373655739355,-34.88807887474392,campo grande
89818399c17ffff,-8.028040555058102,-34.887951986783975,campo grande
89818399c17ffff,-8.0282101,-34.887749,campo grande
89818399c17ffff,-8.0286307,-34.8879228,hipódromo
89818399c17ffff,-8.0281394,-34.8870838,campo grande
89818399c17ffff,-8.028114430571605,-34.88799786386041,campo grande
89818399c17ffff,-8.028863307873491,-34.88802289408248,hipódromo
89818399c17ffff,-8.0278369,-34.8892378,campo grande
89818399c17ffff,-8.028161404768785,-34.88825890916514,campo grande
89818399c17ffff,-8.028513598281984,-34.887821402170935,campo grande
89818399c17ffff,-8.02644053141282,-34.88658244359196,campo grande
89818399c17ffff,-8.0288207,-34.8880169,campo grande
89818399c17ffff,-8.028042107597336,-34.888191722797,campo grande
89818399c17ffff,-8.0277453,-34.8864949,campo grande
89818399c17ffff,-8.0291542,-34.8883202,hipodromo
89818399c17ffff,-8.02792127777849,-34.888020450472546,campo grande
89818399c17ffff,-8.026491967893119,-34.8863610576303,campo grande
89818399c17ffff,-8.026413579276948,-34.886522317379864,campo grande
89818399c17ffff,-8.02831625106822,-34.887393730703515,campo grande
89818399c1bffff,-8.027349141456458,-34.881681656257356,campo grande
89818399c1bffff,-8.025782987901339,-34.882607832354594,arruda
89818399c1bffff,-8.0266534,-34.8819614,campo grande
89818399c1bffff,-8.025995,-34.8828035,campo grande
89818399c1bffff,-8.0286711,-34.8819457,campo grande
89818399c1bffff,-8.025805502859434,-34.882408954835086,campo grande
89818399c1bffff,-8.0281896,-34.8822694,campo grande
89818399c1bffff,-8.0276578,-34.8798865,campo grande
89818399c1bffff,-8.0283506,-34.8822333,campo grande
89818399c1bffff,-8.0278619,-34.8820559,campo grande
89818399c1bffff,-8.0274365,-34.8823127,campo grande
89818399c1bffff,-8.026089038414852,-34.88077588900162,campo grande
89818399c1bffff,-8.026986,-34.8825356,campo grande
89818399c1bffff,-8.0287597,-34.8806031,campo grande
89818399c1bffff,-8.0275724,-34.8824618,campo grande
89818399c1bffff,-8.027251,-34.8824882,campo grande
89818399c1bffff,-8.0277686,-34.880298,campo grande
89818399c1bffff,-8.0282477,-34.8822564,campo grande
89818399c1bffff,-8.026274236873842,-34.880941548450586,campo grande
89818399c1bffff,-8.0272603,-34.882223,campo grande
89818399c1bffff,-8.0266478,-34.8827936,campo grande
89818399c1bffff,-8.025909558745704,-34.8825944454017,campo grande
89818399c1bffff,-8.026561,-34.8827017,campo grande
89818399c1bffff,-8.0281408,-34.8830316,campo grande
89818399c1bffff,-8.028980447629353,-34.88132064848708,campo grande
89818399c1bffff,-8.0284168,-34.8822184,campo grande
89818399c1bffff,-8.0285886,-34.8821798,campo grande
89818399c1bffff,-8.0257814,-34.8812354,campo grande
89818399c1bffff,-8.0271154,-34.8825125,campo grande
89818399c1bffff,-8.0288779,-34.8821283,campo grande
89818399c1bffff,-8.0267454,-34.8822526,campo grande
89818399c1bffff,-8.02592458331136,-34.88141530685198,campo grande
89818399c1bffff,-8.0269583,-34.8822969,campo grande
89818399c23ffff,-8.01950576523032,-34.89097813567469,água fria
89818399c23ffff,-8.0197372,-34.8908226,água fria
89818399c23ffff,-8.0198128,-34.8906302,água fria
89818399c23ffff,-8.017967,-34.8917623,água fria
89818399c23ffff,-8.0180985,-34.8918775,água fria
89818399c23ffff,-8.01899854812475,-34.89204425347412,água fria
89818399c23ffff,-8.01890217522996,-34.88915261849503,fundão
89818399c23ffff,-8.019342668887788,-34.89199334486996,água fria
89818399c23ffff,-8.018949231864399,-34.89242708531616,água fria
89818399c23ffff,-8.018820856585288,-34.890085617118004,fundão
89818399c23ffff,-8.018857195692561,-34.89244641061459,água fria
89818399c23ffff,-8.019135860127504,-34.8918855986966,água fria
89818399c23ffff,-8.0195521,-34.8916546,água fria
89818399c23ffff,-8.019729271773485,-34.8901698528665,agua fria
89818399c23ffff,-8.0198128,-34.8906302,agua fria
89818399c23ffff,-8.019343371033283,-34.892192701648234,agua fria
89818399c23ffff,-8.0197372,-34.8908226,agua fria
89818399c23ffff,-8.020013799977542,-34.89089939064517,agua fria
89818399c23ffff,-8.01975194299129,-34.8905860063541,agua fria
89818399c23ffff,-8.020220786924993,-34.890252246889325,agua fria
89818399c27ffff,-8.017692858211218,-34.892873935358296,água fria
89818399c27ffff,-8.017798553556355,-34.894516409883,água fria
89818399c27ffff,-8.017246,-34.8921588,água fria
89818399c27ffff,-8.018187853015462,-34.89436953705185,água fria
89818399c27ffff,-8.018291183478594,-34.893871518963465,água fria
89818399c27ffff,-8.0178087,-34.8945916,água fria
89818399c27ffff,-8.01779554219327,-34.89472304420669,água fria
89818399c27ffff,-8.018876071634956,-34.89376645887306,água fria
89818399c27ffff,-8.018643279483761,-34.89384657438446,água fria
89818399c27ffff,-8.018933599564187,-34.89292629366161,água fria
89818399c27ffff,-8.018871308536976,-34.894256581413025,água fria
89818399c27ffff,-8.0188854,-34.8927976,água fria
89818399c27ffff,-8.018579491789245,-34.89408578575576,água fria
89818399c27ffff,-8.018779172105628,-34.89450191475194,água fria
89818399c27ffff,-8.018405469639948,-34.89424261782075,água fria
89818399c27ffff,-8.018725379748583,-34.89382419025295,água fria
89818399c27ffff,-8.018312456456297,-34.89452658942144,água fria
89818399c27ffff,-8.0163517,-34.8938817,água fria
89818399c27ffff,-8.017246,-34.8921588,agua fria
89818399c2bffff,-8.017659220625388,-34.88746642772595,água fria
89818399c2bffff,-8.0169275,-34.8863033,fundão
89818399c2bffff,-8.0186542,-34.8874509,água fria
89818399c2bffff,-8.018849957441677,-34.88761903965107,água fria
89818399c2bffff,-8.016685215700385,-34.886001929725936,água fria
89818399c2bffff,-8.017400125550143,-34.887721559994695,fundão
89818399c2bffff,-8.01620138644116,-34.888850545100254,fundão
89818399c2bffff,-8.0175912,-34.8879378,água fria
89818399c2bffff,-8.017745536912939,-34.88818379196875,água fria
89818399c2bffff,-8.017235457487253,-34.887555936903404,água fria
89818399c2bffff,-8.0186157,-34.8881916,água fria
89818399c2bffff,-8.0169413,-34.8863608,água fria
89818399c2bffff,-8.016746634723363,-34.8863796421503,água fria
89818399c2bffff,-8.0187134,-34.8872818,água fria
89818399c2bffff,-8.018069,-34.8880583,fundão
89818399c2bffff,-8.0175912,-34.8879378,fundão
89818399c2bffff,-8.017366784914447,-34.887791854466315,água fria
89818399c2bffff,-8.017949705980625,-34.88813136205715,água fria
89818399c2bffff,-8.017046812018139,-34.88613830828905,água fria
89818399c2bffff,-8.018827747884819,-34.88755001270352,água fria
89818399c2bffff,-8.0169413,-34.8863608,agua fria
89818399c2bffff,-8.018908563930992,-34.88808542325734,agua fria
89818399c2bffff,-8.0186157,-34.8881916,agua fria
89818399c2bffff,-8.017213677840232,-34.8864782768742,fundao
89818399c2fffff,-8.01620062172779,-34.89067695656661,fundão
89818399c2fffff,-8.0164743,-34.8914718,fundão
89818399c2fffff,-8.0159818,-34.8892018,fundão
89818399c2fffff,-8.0154457,-34.8905371,fundão
89818399c2fffff,-8.015991035643658,-34.888896182237296,fundão
89818399c2fffff,-8.016082909331775,-34.889314996556834,fundão
89818399c2fffff,-8.0171699,-34.8904491,fundão
89818399c2fffff,-8.016241935135929,-34.88913446461958,fundão
89818399c2fffff,-8.016013783517913,-34.88902484223734,fundão
89818399c2fffff,-8.0154615,-34.891109,fundão
89818399c2fffff,-8.015947661027168,-34.88918901017182,fundão
89818399c2fffff,-8.015946477147569,-34.89178662176869,fundao
89818399c2fffff,-8.016492300277575,-34.8917636596328,fundao
89818399c2fffff,-8.01635377357375,-34.89131431732254,fundao
89818399c2fffff,-8.0159818,-34.8892018,fundao
89818399c2fffff,-8.016959470053141,-34.89144893069619,fundao
89818399c2fffff,-8.016428234324671,-34.89128709220886,fundao
89818399c2fffff,-8.016343800338987,-34.89132514582066,fundao
89818399c2fffff,-8.01623057981407,-34.89147770410421,fundao
89818399c2fffff,-8.01687288879493,-34.89126335736131,fundao
89818399c2fffff,-8.01614007844807,-34.891197551733306,fundao
89818399c2fffff,-8.016500284942683,-34.89154966277158,fundao
89818399c2fffff,-8.015908867953618,-34.89137625062271,fundao
89818399c2fffff,-8.015864366899415,-34.891492109814,fundao
89818399c2fffff,-8.01623753087117,-34.891915152960216,fundao
89818399c2fffff,-8.016422558906124,-34.891695867386574,fundao
89818399c2fffff,-8.0164743,-34.8914718,fundao
89818399c33ffff,-8.023140342175386,-34.89006752316197,arruda
89818399c33ffff,-8.023639575768202,-34.88970853970738,arruda
89818399c33ffff,-8.023380471919303,-34.89003815501536,arruda
89818399c33ffff,-8.023340587684151,-34.89002073512731,arruda
89818399c33ffff,-8.023742058580911,-34.8904186307832,arruda
89818399c33ffff,-8.0234232,-34.889882,arruda
89818399c33ffff,-8.022931723140978,-34.890124619831646,arruda
89818399c33ffff,-8.0235846,-34.8899386,arruda
89818399c33ffff,-8.02366373042069,-34.88970074401976,arruda
89818399c33ffff,-8.022074626150632,-34.89109095263068,água fria
89818399c33ffff,-8.0208481,-34.890997,água fria
89818399c33ffff,-8.023228898962918,-34.89016572994475,arruda
89818399c33ffff,-8.023740068002118,-34.889749568770384,arruda
89818399c33ffff,-8.021272246831382,-34.89177165692358,arruda
89818399c33ffff,-8.023821793520751,-34.88992690963445,arruda
89818399c33ffff,-8.023379997994706,-34.89020464684363,arruda
89818399c33ffff,-8.022661073053223,-34.89063032378901,água fria
89818399c33ffff,-8.02351907887017,-34.88962793206912,arruda
89818399c33ffff,-8.0225746,-34.8889301,água fria
89818399c33ffff,-8.023795645222366,-34.88969181010578,arruda
89818399c33ffff,-8.0217752,-34.8913255,arruda
89818399c33ffff,-8.023709067818636,-34.89016730289094,arruda
89818399c33ffff,-8.023295137048402,-34.88994761238015,arruda
89818399c33ffff,-8.022192876383954,-34.89238964373264,arruda
89818399c33ffff,-8.023534414363395,-34.88998231207955,arruda
89818399c33ffff,-8.023140250866355,-34.89002364573938,arruda
89818399c33ffff,-8.023171704508291,-34.8899679996043,arruda
89818399c33ffff,-8.023359222399723,-34.88999677017944,arruda
89818399c33ffff,-8.022763774468382,-34.88972857521296,arruda
89818399c33ffff,-8.023209214790809,-34.889405510482135,arruda
89818399c33ffff,-8.02329029739439,-34.88992430187708,arruda
89818399c33ffff,-8.0220501,-34.8905817,agua fria
89818399c33ffff,-8.0208481,-34.890997,agua fria
89818399c37ffff,-8.0217144899301,-34.89274977418986,água fria
89818399c37ffff,-8.019967214582358,-34.893705941466905,água fria
89818399c37ffff,-8.02195423132202,-34.89277723333881,arruda
89818399c37ffff,-8.01926856591778,-34.89418896140256,água fria
89818399c37ffff,-8.0203195,-34.8927704,água fria
89818399c37ffff,-8.01935390761823,-34.893982003595,água fria
89818399c37ffff,-8.021055936201632,-34.892898508417,arruda
89818399c37ffff,-8.0191338,-34.8939624,água fria
89818399c37ffff,-8.019430252724158,-34.89393910383053,água fria
89818399c37ffff,-8.019330816013523,-34.89433437048501,água fria
89818399c37ffff,-8.01957312223519,-34.89351299388749,água fria
89818399c37ffff,-8.019615050181867,-34.89378886235554,água fria
89818399c37ffff,-8.01929007354006,-34.89392578493545,água fria
89818399c37ffff,-8.018979437502152,-34.89418403375803,água fria
89818399c37ffff,-8.021618908401027,-34.89227954348675,arruda
89818399c37ffff,-8.019009463407869,-34.89407112070639,água fria
89818399c37ffff,-8.0191338,-34.8939624,arruda
89818399c37ffff,-8.0195251850744,-34.89361554576171,água fria
89818399c37ffff,-8.019893866676897,-34.89336799332535,água fria
89818399c37ffff,-8.019174038593519,-34.894256874720085,água fria
89818399c37ffff,-8.019311305502258,-34.894402359813256,água fria
89818399c37ffff,-8.019110881694859,-34.894192574171726,água fria
89818399c37ffff,-8.0215755,-34.8943623,água fria
89818399c37ffff,-8.018998823078936,-34.893919035366835,água fria
89818399c37ffff,-8.019231975454664,-34.89396870484065,água fria
89818399c37ffff,-8.0203193,-34.8939124,água fria
89818399c37ffff,-8.0192272,-34.8924829,água fria
89818399c37ffff,-8.021202003699175,-34.89248408201561,arruda
89818399c37ffff,-8.019019351802209,-34.89392582681165,água fria
89818399c37ffff,-8.018993661396324,-34.89389764128034,água fria
89818399c37ffff,-8.019173602656085,-34.893782021497415,água fria
89818399c37ffff,-8.019096239012875,-34.893682221556034,água fria
89818399c37ffff,-8.019191924874612,-34.89412991589411,água fria
89818399c37ffff,-8.019177499758927,-34.89364005403886,água fria
89818399c37ffff,-8.019035450983203,-34.89378428247147,água fria
